Response ID,Time,CONSENTIMIENTO INFORMADO ,PBAT1,PBAT2,PBAT3,PBAT4,PBAT5,PBAT6,PBAT7,PBAT8,PBAT9,PBAT10,PBAT11,PBAT12,PBAT13,PBAT14,PBAT15,PBAT16,PBAT17,PBAT18,STOP1,STOP2,STOP3,STOP4,STOP5,HEALTH,VITAL1,VITAL2,VITAL3,NEED1,NEED2,NEED3,NEED4,NEED5,NEED6,Sexo,Grupo de edad,Clase Social,Ingresos Mensuales en el Hogar,Ocupación,Tamaño del Municipio,Nivel de estudios,Provincia,CCAA,Región,Áreas Nielsen
90,12/3/24,ACEPTO,80,0,80,100,63,15,69,71,73,75,25,26,63,20,10,90,93,83,4,6,2,6,4,Buena,82,83,89,70,43,84,76,88,64,Mujer,De 65 a 75 años,1-Alta,3-Más de 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
91,12/3/24,ACEPTO,48,0,68,0,51,64,52,61,21,46,37,0,49,51,89,58,0,11,49,90,84,1,25,Buena,43,41,95,43,20,73,86,51,21,Mujer,De 35 a 44 años,1-Alta,4-Prefiero no responder,1-Trabaja,Más de 200.000 hab,Superiores,Granada,Andalucía,Sur,Sur
92,12/3/24,ACEPTO,100,78,91,100,95,39,51,56,92,56,86,55,65,28,88,61,62,67,75,80,67,39,41,Regular,71,89,41,34,14,89,71,70,33,Mujer,De 35 a 44 años,2-Media,1-Menos de 1.800 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,"Palmas, Las",Canarias,Sur,Canarias
93,12/3/24,ACEPTO,70,35,75,76,98,89,86,89,86,76,66,67,68,66,66,71,23,27,76,83,90,88,91,Buena,28,22,83,71,78,79,76,32,83,Mujer,De 35 a 44 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,De 50.000 a 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
94,12/3/24,ACEPTO,80,19,72,45,86,75,51,84,57,50,77,60,82,51,78,81,16,19,10,51,51,19,79,Buena,83,85,59,98,12,77,11,97,7,Mujer,De 55 a 64 años,2-Media,1-Menos de 1.800 €,No trabaja,De 50.000 a 200.000 hab,Medios,Valencia,C. Valenciana,Este,Levante
95,12/3/24,ACEPTO,50,50,85,61,50,60,77,88,86,80,50,60,69,33,60,93,67,81,50,50,50,51,50,Buena,65,84,77,59,71,78,22,74,13,Hombre,De 55 a 64 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Básicos,Sevilla,Andalucía,Sur,Sur
96,12/3/24,ACEPTO,15,0,79,50,40,90,70,24,89,50,30,69,50,60,80,41,0,24,75,61,66,14,19,Buena,21,27,29,29,86,65,65,74,39,Hombre,De 25 a 34 años,3-Baja,2-De 1.800 a 3.000 €,No trabaja,De 50.000 a 200.000 hab,Medios,Gerona,Cataluña,Noreste,Noreste
97,12/3/24,ACEPTO,71,8,79,0,20,70,27,78,6,63,65,33,70,29,80,74,24,23,14,58,38,41,36,Muy buena,71,80,71,70,28,63,31,68,25,Hombre,De 45 a 54 años,1-Alta,4-Prefiero no responder,1-Trabaja,Más de 200.000 hab,Superiores,Málaga,Andalucía,Sur,Sur
98,12/3/24,ACEPTO,65,76,25,76,35,80,92,59,89,65,24,81,40,75,38,38,71,64,80,81,91,42,76,Muy buena,60,55,63,30,68,37,73,58,44,Hombre,De 45 a 54 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
99,12/3/24,ACEPTO,100,0,76,67,0,100,100,100,0,100,22,85,58,76,82,84,80,89,67,73,79,69,77,Buena,0,0,25,52,17,77,77,91,0,Mujer,De 35 a 44 años,2-Media,1-Menos de 1.800 €,No trabaja,De 50.000 a 200.000 hab,Medios,Madrid,Madrid,Centro,Centro
100,12/3/24,ACEPTO,70,10,51,20,20,100,30,85,20,41,90,0,90,30,100,90,50,10,0,0,25,20,10,Muy buena,80,75,80,90,20,100,0,90,0,Mujer,De 55 a 64 años,1-Alta,3-Más de 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
101,12/3/24,ACEPTO,65,25,66,9,40,51,57,51,44,51,51,27,62,23,60,60,13,12,23,21,51,47,21,Muy buena,70,72,66,65,68,72,67,64,31,Hombre,De 65 a 75 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Medios,Baleares,Baleares,Este,Noreste
102,12/3/24,ACEPTO,86,24,82,39,39,88,50,89,51,57,84,40,47,44,86,87,39,51,44,54,51,45,51,Buena,78,78,75,86,59,70,42,74,51,Mujer,De 45 a 54 años,2-Media,1-Menos de 1.800 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,Jaén,Andalucía,Sur,Sur
103,12/3/24,ACEPTO,62,57,41,70,67,30,77,40,78,67,44,89,43,86,42,81,75,73,75,70,84,63,71,Buena,52,45,41,44,76,43,65,65,64,Mujer,De 35 a 44 años,1-Alta,4-Prefiero no responder,1-Trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
104,12/3/24,ACEPTO,71,1,72,25,47,56,58,86,21,62,45,18,77,23,60,63,2,1,2,82,56,6,1,Buena,43,65,67,75,0,63,0,76,0,Mujer,De 45 a 54 años,3-Baja,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Asturias,Asturias,Norte,Noroeste
105,12/3/24,ACEPTO,100,0,100,0,40,100,100,100,0,10,100,0,100,0,100,100,0,0,0,10,30,0,0,Muy buena,90,100,70,100,0,100,0,100,0,Hombre,De 55 a 64 años,1-Alta,3-Más de 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Málaga,Andalucía,Sur,Sur
106,12/3/24,ACEPTO,74,60,54,68,53,74,53,71,35,41,69,68,51,41,72,71,35,42,67,41,39,39,41,Buena,68,40,68,67,37,74,37,71,69,Mujer,De 35 a 44 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,De 50.000 a 200.000 hab,Superiores,Pontevedra,Galicia,Norte,Noroeste
107,12/3/24,ACEPTO,63,36,72,49,53,40,80,63,67,56,57,78,49,36,61,63,51,61,72,86,70,56,51,Buena,61,61,63,65,30,66,68,68,27,Mujer,De 35 a 44 años,1-Alta,4-Prefiero no responder,No trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
108,12/3/24,ACEPTO,80,10,100,65,60,40,70,65,60,80,41,50,60,40,20,50,30,55,70,40,20,25,70,Buena,60,40,50,30,60,36,70,40,35,Hombre,De 25 a 34 años,3-Baja,3-Más de 3.000 €,1-Trabaja,Más de 200.000 hab,Medios,Barcelona,Cataluña,Noreste,Noreste
109,12/3/24,ACEPTO,90,100,100,95,94,89,100,68,94,31,33,80,82,99,100,98,80,90,86,100,100,92,85,Regular,31,32,88,27,83,83,84,21,77,Mujer,De 25 a 34 años,2-Media,3-Más de 3.000 €,1-Trabaja,Más de 200.000 hab,Medios,Madrid,Madrid,Centro,Centro
110,12/3/24,ACEPTO,98,5,89,60,62,83,69,84,25,85,76,8,95,57,97,96,16,22,90,56,59,78,77,Muy buena,80,87,94,89,71,94,51,87,22,Hombre,De 25 a 34 años,3-Baja,2-De 1.800 a 3.000 €,No trabaja,1-Menos de 50.000 hab,Medios,Valladolid,C. León,Centro,Centro
111,12/3/24,ACEPTO,0,0,46,0,50,70,10,72,57,84,21,1,58,28,65,62,14,20,47,77,78,15,27,Buena,11,40,79,72,34,72,3,68,15,Hombre,De 35 a 44 años,3-Baja,2-De 1.800 a 3.000 €,1-Trabaja,De 50.000 a 200.000 hab,Superiores,Guadalajara,C. La Mancha,Centro,Centro
112,12/3/24,ACEPTO,71,6,62,22,17,69,25,68,49,73,91,72,73,70,71,81,19,15,25,19,75,55,38,Buena,68,70,64,78,71,71,16,66,44,Hombre,De 55 a 64 años,2-Media,1-Menos de 1.800 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,Santa Cruz De Tenerife,Canarias,Sur,Canarias
113,12/3/24,ACEPTO,63,42,57,23,19,55,61,71,100,49,64,32,63,41,72,60,36,36,64,69,67,61,40,Buena,47,64,69,53,37,57,37,67,39,Mujer,De 65 a 75 años,1-Alta,4-Prefiero no responder,No trabaja,De 50.000 a 200.000 hab,Medios,Burgos,C. León,Centro,Norte
114,12/3/24,ACEPTO,28,7,38,66,58,6,51,61,50,50,35,34,50,62,51,58,23,21,84,61,71,60,58,Regular,14,32,26,50,66,27,73,44,47,Hombre,De 35 a 44 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Asturias,Asturias,Norte,Noroeste
115,12/3/24,ACEPTO,57,42,68,33,56,51,35,67,43,60,48,44,60,45,79,59,27,17,22,18,38,46,13,Buena,59,69,64,68,28,74,28,70,22,Hombre,De 35 a 44 años,2-Media,3-Más de 3.000 €,No trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
116,12/3/24,ACEPTO,61,65,68,71,61,60,62,49,56,59,58,55,44,39,47,51,42,45,65,63,64,52,57,Buena,57,58,53,66,57,57,64,69,62,Hombre,De 45 a 54 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,Gerona,Cataluña,Noreste,Noreste
117,12/3/24,ACEPTO,82,66,86,34,32,78,8,99,8,72,65,32,78,37,98,74,37,24,7,62,65,42,21,Excelente,86,83,75,98,34,89,7,80,25,Hombre,De 55 a 64 años,1-Alta,3-Más de 3.000 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,La Rioja,Rioja,Norte,Norte
118,12/3/24,ACEPTO,60,42,59,49,61,49,60,65,63,50,54,47,54,55,53,55,84,53,50,56,54,53,54,Buena,50,54,54,51,92,54,51,85,50,Hombre,De 18 a 24 años,2-Media,2-De 1.800 a 3.000 €,No trabaja,1-Menos de 50.000 hab,Medios,Lugo,Galicia,Norte,Noroeste
119,12/3/24,ACEPTO,86,0,76,78,62,87,87,93,17,88,84,79,83,8,99,97,71,75,78,80,66,80,81,Regular,39,38,64,89,53,82,82,100,15,Hombre,De 35 a 44 años,3-Baja,4-Prefiero no responder,1-Trabaja,Más de 200.000 hab,Medios,Barcelona,Cataluña,Noreste,Noreste
120,12/3/24,ACEPTO,81,88,80,77,88,20,87,15,18,80,76,100,18,83,75,26,80,78,67,34,71,71,70,Regular,68,69,42,71,69,35,33,66,80,Hombre,De 45 a 54 años,3-Baja,2-De 1.800 a 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Navarra,Navarra,Norte,Norte
121,12/3/24,ACEPTO,85,55,89,34,30,89,25,84,22,73,80,83,82,16,81,88,82,6,2,2,81,62,0,Excelente,91,88,91,91,97,93,21,88,7,Hombre,De 45 a 54 años,1-Alta,3-Más de 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Superiores,Barcelona,Cataluña,Noreste,Noreste
122,12/3/24,ACEPTO,60,45,83,83,78,74,72,36,77,73,71,45,65,67,69,65,45,75,78,80,75,80,78,Mala,13,15,62,34,79,78,80,80,81,Mujer,De 45 a 54 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,1-Menos de 50.000 hab,Superiores,Cádiz,Andalucía,Sur,Sur
123,12/3/24,ACEPTO,68,26,64,27,13,72,70,26,27,64,31,24,23,63,73,66,78,82,30,22,76,32,66,Regular,45,70,30,24,74,27,76,70,20,Mujer,De 18 a 24 años,3-Baja,1-Menos de 1.800 €,No trabaja,De 50.000 a 200.000 hab,Medios,"Palmas, Las",Canarias,Sur,Canarias
124,12/3/24,ACEPTO,50,83,69,50,50,50,51,51,51,50,51,51,50,60,67,62,62,35,32,65,64,50,51,Regular,26,25,30,32,22,29,25,26,29,Mujer,De 45 a 54 años,2-Media,3-Más de 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Superiores,"Palmas, Las",Canarias,Sur,Canarias
125,12/3/24,ACEPTO,70,20,69,11,14,76,12,80,65,29,22,14,71,11,86,91,12,15,11,61,64,18,15,Regular,77,77,79,76,22,84,20,84,7,Mujer,De 45 a 54 años,2-Media,3-Más de 3.000 €,No trabaja,1-Menos de 50.000 hab,Superiores,Orense,Galicia,Norte,Noroeste
126,12/3/24,ACEPTO,76,80,86,89,84,95,96,24,74,69,84,87,78,81,75,79,79,70,72,74,82,83,86,Muy buena,81,77,88,80,82,87,88,90,92,Hombre,De 18 a 24 años,1-Alta,2-De 1.800 a 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Jaén,Andalucía,Sur,Sur
127,12/3/24,ACEPTO,87,50,84,80,88,82,74,83,95,65,91,50,95,93,91,77,89,84,50,50,85,32,50,Buena,50,62,71,22,90,90,50,87,50,Mujer,De 55 a 64 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Superiores,Jaén,Andalucía,Sur,Sur
128,12/3/24,ACEPTO,0,71,19,77,100,6,87,5,72,47,11,92,13,88,24,21,80,89,100,100,100,80,100,Mala,0,8,14,9,89,5,95,20,79,Hombre,De 25 a 34 años,1-Alta,3-Más de 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Barcelona,Cataluña,Noreste,Noreste
129,12/3/24,ACEPTO,100,0,75,0,49,73,57,53,75,29,51,55,50,53,79,56,29,34,6,12,4,2,20,Buena,79,54,98,51,31,49,51,47,46,Mujer,De 65 a 75 años,2-Media,1-Menos de 1.800 €,No trabaja,Más de 200.000 hab,Básicos,Madrid,Madrid,Centro,Centro
130,12/3/24,ACEPTO,80,74,79,75,66,68,70,74,65,69,29,78,29,76,77,34,29,83,78,74,33,82,75,Regular,79,71,73,77,40,75,91,71,66,Hombre,De 55 a 64 años,1-Alta,3-Más de 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Toledo,C. La Mancha,Centro,Centro
131,12/3/24,ACEPTO,80,32,76,24,25,71,31,77,26,78,75,23,71,30,78,81,13,16,8,4,6,85,6,Muy buena,77,79,89,81,29,82,28,78,27,Mujer,De 65 a 75 años,1-Alta,3-Más de 3.000 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,Navarra,Navarra,Norte,Norte
132,12/3/24,ACEPTO,70,10,80,80,40,80,100,100,40,60,60,15,85,40,100,80,15,60,60,60,40,30,40,Muy buena,60,60,60,65,65,70,40,70,20,Hombre,De 35 a 44 años,2-Media,3-Más de 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Orense,Galicia,Norte,Noroeste
133,12/3/24,ACEPTO,61,40,60,30,20,74,20,66,60,70,50,40,71,38,72,75,40,52,40,45,48,49,50,Regular,22,34,46,45,48,50,50,70,24,Mujer,De 65 a 75 años,1-Alta,4-Prefiero no responder,1-Trabaja,Más de 200.000 hab,Superiores,Barcelona,Cataluña,Noreste,Noreste
134,12/3/24,ACEPTO,55,22,69,50,12,64,29,80,26,66,21,55,70,62,63,81,31,21,14,7,7,29,14,Regular,44,40,41,63,13,54,5,57,6,Hombre,De 55 a 64 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,Barcelona,Cataluña,Noreste,Noreste
135,12/3/24,ACEPTO,100,100,100,100,0,100,0,100,100,0,100,0,100,100,100,0,0,0,0,20,0,100,0,Excelente,22,100,100,100,0,100,0,100,100,Mujer,De 18 a 24 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Badajoz,Extremadura,Sur,Sur
136,12/3/24,ACEPTO,81,76,79,58,67,26,65,58,80,83,100,83,79,81,89,68,58,79,57,72,80,88,82,Mala,82,81,73,88,15,75,75,81,73,Hombre,De 18 a 24 años,1-Alta,4-Prefiero no responder,No trabaja,1-Menos de 50.000 hab,Superiores,Madrid,Madrid,Centro,Centro
137,12/3/24,ACEPTO,13,16,79,13,16,79,13,16,79,13,17,74,13,17,79,13,17,79,13,17,79,13,18,Mala,31,87,91,31,87,91,31,97,31,Mujer,De 45 a 54 años,3-Baja,2-De 1.800 a 3.000 €,No trabaja,De 50.000 a 200.000 hab,Medios,Albacete,C. La Mancha,Centro,Levante
138,12/3/24,ACEPTO,57,71,52,52,80,33,75,30,31,73,23,37,74,30,81,29,16,78,28,27,21,79,27,Buena,71,30,31,27,75,20,75,24,76,Mujer,De 35 a 44 años,1-Alta,3-Más de 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Superiores,Alicante,C. Valenciana,Este,Levante
139,12/3/24,ACEPTO,75,60,75,10,10,100,73,100,33,35,77,40,66,65,100,100,0,21,10,80,70,72,60,Muy buena,78,100,80,50,50,100,20,100,70,Hombre,De 18 a 24 años,1-Alta,3-Más de 3.000 €,No trabaja,Más de 200.000 hab,Medios,Córdoba,Andalucía,Sur,Sur
140,12/3/24,ACEPTO,99,23,79,69,32,64,60,83,43,66,64,56,78,35,64,72,3,15,48,60,58,54,11,Buena,79,78,85,75,27,82,36,66,27,Hombre,De 35 a 44 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
141,12/3/24,ACEPTO,100,100,99,100,0,100,100,100,100,100,100,100,100,0,100,100,100,0,100,100,100,100,100,Regular,0,0,0,100,0,100,100,0,100,Mujer,De 25 a 34 años,3-Baja,4-Prefiero no responder,No trabaja,1-Menos de 50.000 hab,Medios,"Coruña, La",Galicia,Norte,Noroeste
142,12/3/24,ACEPTO,69,0,94,0,28,31,58,100,39,75,66,0,75,7,100,75,19,0,0,1,7,0,0,Muy buena,62,91,95,100,5,96,0,97,0,Mujer,De 45 a 54 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,De 50.000 a 200.000 hab,Superiores,Valencia,C. Valenciana,Este,Levante
143,12/3/24,ACEPTO,53,0,80,0,36,34,35,72,20,50,54,43,54,24,63,61,31,19,5,20,20,19,12,Buena,70,73,84,66,25,80,24,75,22,Mujer,De 35 a 44 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Superiores,Barcelona,Cataluña,Noreste,Noreste
144,12/3/24,ACEPTO,67,17,56,48,84,92,59,66,65,48,60,46,57,43,61,42,42,52,22,46,46,79,15,Buena,63,84,67,71,44,84,11,80,12,Hombre,De 65 a 75 años,1-Alta,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
145,12/3/24,ACEPTO,50,1,50,1,2,0,1,50,1,50,51,1,50,1,2,50,50,71,83,14,12,15,73,Buena,50,50,65,51,9,1,1,2,50,Hombre,De 45 a 54 años,2-Media,1-Menos de 1.800 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Sevilla,Andalucía,Sur,Sur
146,12/3/24,ACEPTO,62,39,74,96,50,74,73,71,24,53,69,68,66,60,52,79,76,98,91,84,83,90,90,Regular,11,20,78,68,70,71,67,26,69,Mujer,De 45 a 54 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,1-Menos de 50.000 hab,Básicos,Sevilla,Andalucía,Sur,Sur
147,12/3/24,ACEPTO,67,5,67,60,10,60,55,80,33,70,75,25,67,25,60,85,10,15,15,60,60,25,10,Buena,50,66,70,75,50,65,75,60,10,Mujer,De 25 a 34 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Córdoba,Andalucía,Sur,Sur
148,12/3/24,ACEPTO,69,70,79,60,53,81,82,92,52,33,43,39,54,67,54,61,41,75,28,25,24,22,24,Buena,43,70,46,51,22,53,20,71,51,Hombre,De 35 a 44 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,Más de 200.000 hab,Básicos,Barcelona,Cataluña,Noreste,Noreste
149,12/3/24,ACEPTO,100,0,100,0,0,100,94,100,50,100,100,1,100,0,100,100,0,0,0,0,0,0,0,Excelente,59,100,100,100,0,100,0,100,0,Mujer,De 45 a 54 años,2-Media,1-Menos de 1.800 €,No trabaja,Más de 200.000 hab,Medios,Valencia,C. Valenciana,Este,Levante
150,12/3/24,ACEPTO,61,66,57,39,52,51,66,67,66,62,68,59,73,68,66,75,51,51,51,60,51,51,73,Buena,52,69,69,35,51,72,59,66,51,Hombre,De 65 a 75 años,2-Media,1-Menos de 1.800 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,Cuenca,C. La Mancha,Centro,Centro
151,12/3/24,ACEPTO,90,82,84,57,34,64,69,91,75,73,69,61,84,27,81,88,32,30,78,78,89,100,68,Muy buena,100,100,81,77,35,71,29,100,21,Mujer,De 18 a 24 años,3-Baja,2-De 1.800 a 3.000 €,No trabaja,Más de 200.000 hab,Medios,Valencia,C. Valenciana,Este,Levante
152,12/3/24,ACEPTO,75,23,67,60,62,73,69,66,69,64,62,68,64,58,40,72,12,66,48,59,63,72,72,Buena,50,62,59,63,69,41,61,55,40,Mujer,De 65 a 75 años,2-Media,1-Menos de 1.800 €,1-Trabaja,Más de 200.000 hab,Superiores,Asturias,Asturias,Norte,Noroeste
153,12/3/24,ACEPTO,75,0,90,0,50,90,0,100,0,67,0,0,100,0,100,100,0,0,0,0,50,0,0,Muy buena,75,90,80,90,0,100,100,100,0,Mujer,De 55 a 64 años,1-Alta,3-Más de 3.000 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,Guipúzcoa,Pais Vasco,Norte,Norte
154,12/3/24,ACEPTO,60,10,65,55,30,80,55,80,20,70,30,10,80,10,50,50,10,20,30,20,20,10,20,Regular,10,25,35,50,40,60,50,90,5,Hombre,De 55 a 64 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Badajoz,Extremadura,Sur,Sur
155,12/3/24,ACEPTO,72,13,72,21,36,78,16,84,20,78,67,19,78,82,74,75,15,28,0,51,66,6,5,Buena,80,74,72,78,7,71,8,77,8,Hombre,De 35 a 44 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Medios,Barcelona,Cataluña,Noreste,Noreste
156,12/3/24,ACEPTO,82,22,80,64,56,75,78,84,53,94,73,40,73,100,100,100,0,0,37,32,29,29,30,Buena,71,80,85,85,80,86,85,91,87,Hombre,De 65 a 75 años,1-Alta,3-Más de 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,Madrid,Madrid,Centro,Centro
157,12/3/24,ACEPTO,41,37,73,37,68,38,71,72,63,62,58,68,55,46,77,65,67,44,35,70,64,72,37,Regular,31,73,64,30,70,47,60,65,38,Hombre,De 25 a 34 años,3-Baja,1-Menos de 1.800 €,No trabaja,Más de 200.000 hab,Medios,Barcelona,Cataluña,Noreste,Noreste
158,12/3/24,ACEPTO,100,10,78,90,64,100,26,78,0,100,77,0,100,63,65,82,0,0,5,72,81,10,41,Muy buena,76,67,79,93,21,91,6,100,0,Hombre,De 18 a 24 años,1-Alta,1-Menos de 1.800 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Badajoz,Extremadura,Sur,Sur
159,12/3/24,ACEPTO,50,60,60,70,60,30,70,100,90,30,30,75,50,50,55,40,50,75,100,100,100,80,80,Regular,10,10,20,10,100,10,100,25,25,Mujer,De 55 a 64 años,2-Media,3-Más de 3.000 €,1-Trabaja,De 50.000 a 200.000 hab,Medios,Gerona,Cataluña,Noreste,Noreste
160,12/3/24,ACEPTO,55,0,76,29,13,93,29,84,51,76,27,31,73,51,74,76,16,54,17,13,9,10,12,Buena,70,82,82,83,19,51,34,83,28,Mujer,De 65 a 75 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Superiores,"Coruña, La",Galicia,Norte,Noroeste
161,12/3/24,ACEPTO,50,21,69,23,28,61,32,73,54,51,50,21,61,15,74,74,21,16,1,1,5,16,9,Muy buena,90,90,90,74,41,80,23,82,1,Hombre,De 55 a 64 años,1-Alta,3-Más de 3.000 €,1-Trabaja,De 50.000 a 200.000 hab,Superiores,Huesca,Aragón,Noreste,Noreste
162,12/3/24,ACEPTO,25,0,75,75,50,25,0,25,0,0,0,50,0,50,25,50,25,0,10,30,50,0,51,Regular,0,0,0,25,0,0,25,0,25,Mujer,De 55 a 64 años,2-Media,2-De 1.800 a 3.000 €,No trabaja,1-Menos de 50.000 hab,Superiores,Orense,Galicia,Norte,Noroeste
163,12/3/24,ACEPTO,65,5,65,60,25,50,10,75,15,65,55,15,50,15,65,65,50,10,5,10,15,5,10,Buena,50,50,65,65,25,65,10,65,5,Mujer,De 55 a 64 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Medios,Alicante,C. Valenciana,Este,Levante
164,12/3/24,ACEPTO,51,60,53,98,65,63,91,90,100,27,21,81,72,87,78,50,17,60,99,79,70,36,25,Regular,9,9,18,25,100,53,74,51,11,Mujer,De 45 a 54 años,1-Alta,4-Prefiero no responder,1-Trabaja,Más de 200.000 hab,Medios,Guipúzcoa,Pais Vasco,Norte,Norte
165,12/3/24,ACEPTO,100,100,69,67,62,70,64,75,67,77,67,83,89,91,100,91,93,94,83,80,81,100,81,Muy buena,88,90,92,77,85,83,80,94,95,Mujer,De 25 a 34 años,3-Baja,2-De 1.800 a 3.000 €,No trabaja,1-Menos de 50.000 hab,Superiores,Huelva,Andalucía,Sur,Sur
166,12/3/24,ACEPTO,50,50,50,50,50,50,50,50,50,51,50,50,50,50,50,50,50,50,50,50,50,50,50,Mala,1,3,2,1,100,1,98,0,50,Hombre,De 45 a 54 años,2-Media,1-Menos de 1.800 €,1-Trabaja,Más de 200.000 hab,Básicos,Zaragoza,Aragón,Noreste,Noreste
167,12/3/24,ACEPTO,68,59,60,57,50,56,50,50,50,60,57,61,58,50,57,58,54,57,58,62,62,60,56,Buena,60,61,64,56,57,57,56,56,56,Mujer,De 65 a 75 años,3-Baja,3-Más de 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Medios,Valladolid,C. León,Centro,Centro
168,12/3/24,ACEPTO,99,0,100,60,20,100,10,100,4,100,100,0,100,0,100,100,0,0,8,0,0,10,100,Regular,13,13,100,100,100,49,0,100,2,Mujer,De 55 a 64 años,3-Baja,1-Menos de 1.800 €,1-Trabaja,Más de 200.000 hab,Superiores,Zaragoza,Aragón,Noreste,Noreste
169,12/3/24,ACEPTO,75,60,85,55,55,85,92,81,68,58,46,56,60,28,60,60,5,26,42,60,71,75,25,Buena,65,77,57,65,13,82,77,88,0,Hombre,De 45 a 54 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,Más de 200.000 hab,Medios,Madrid,Madrid,Centro,Centro
170,12/3/24,ACEPTO,55,15,55,60,25,60,66,50,30,65,40,72,55,65,45,60,65,75,60,45,20,45,10,Buena,50,45,65,30,20,55,10,60,15,Hombre,De 45 a 54 años,1-Alta,4-Prefiero no responder,No trabaja,Más de 200.000 hab,Medios,Madrid,Madrid,Centro,Centro
171,12/3/24,ACEPTO,63,59,62,67,64,59,58,56,67,60,57,50,50,50,50,50,51,53,62,42,59,61,62,Buena,45,56,61,56,58,59,63,63,64,Hombre,De 65 a 75 años,3-Baja,2-De 1.800 a 3.000 €,No trabaja,1-Menos de 50.000 hab,Medios,Valladolid,C. León,Centro,Centro
172,12/3/24,ACEPTO,75,23,52,53,18,67,28,87,21,73,65,62,80,88,67,77,28,64,97,76,76,29,28,Buena,27,35,71,65,54,52,57,65,65,Mujer,De 35 a 44 años,2-Media,2-De 1.800 a 3.000 €,1-Trabaja,1-Menos de 50.000 hab,Superiores,Baleares,Baleares,Este,Noreste
173,12/3/24,ACEPTO,31,0,18,24,21,56,85,69,0,16,14,29,34,20,69,37,0,15,66,89,96,53,53,Mala,10,28,25,11,0,20,80,69,2,Mujer,De 25 a 34 años,1-Alta,4-Prefiero no responder,1-Trabaja,1-Menos de 50.000 hab,Superiores,Sevilla,Andalucía,Sur,Sur
